,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
0,HadGEM3-GC31-LL,1pctCO2,r1i1p1f3,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01-00-00-00,standard
1,HadGEM3-GC31-LL,1pctCO2,r2i1p1f3,piControl,r1i1p1f1,0.0,12600.0,days since 1850-01-01-00-00-00,standard
2,HadGEM3-GC31-LL,1pctCO2,r3i1p1f3,piControl,r1i1p1f1,0.0,28800.0,days since 1850-01-01-00-00-00,standard
3,HadGEM3-GC31-LL,1pctCO2,r4i1p1f3,piControl,r1i1p1f1,0.0,43200.0,days since 1850-01-01-00-00-00,standard
4,HadGEM3-GC31-LL,abrupt-0p5xCO2,r1i1p1f3,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
5,HadGEM3-GC31-LL,abrupt-2xCO2,r1i1p1f3,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
6,HadGEM3-GC31-LL,abrupt-4xCO2,r1i1p1f3,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01-00-00-00,standard
7,HadGEM3-GC31-LL,hist-GHG,r1i1p1f3,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01-00-00-00,standard
8,HadGEM3-GC31-LL,hist-GHG,r2i1p1f3,piControl,r1i1p1f1,0.0,12600.0,days since 1850-01-01-00-00-00,standard
9,HadGEM3-GC31-LL,hist-GHG,r3i1p1f3,piControl,r1i1p1f1,0.0,28800.0,days since 1850-01-01-00-00-00,standard
10,HadGEM3-GC31-LL,hist-GHG,r4i1p1f3,piControl,r1i1p1f1,0.0,43200.0,days since 1850-01-01-00-00-00,standard
11,HadGEM3-GC31-LL,hist-GHG,r5i1p1f3,piControl,r1i1p1f1,0.0,64800.0,days since 1850-01-01,standard
12,HadGEM3-GC31-LL,hist-aer,r1i1p1f3,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01-00-00-00,standard
13,HadGEM3-GC31-LL,hist-aer,r2i1p1f3,piControl,r1i1p1f1,0.0,12600.0,days since 1850-01-01-00-00-00,standard
14,HadGEM3-GC31-LL,hist-aer,r3i1p1f3,piControl,r1i1p1f1,0.0,28800.0,days since 1850-01-01-00-00-00,standard
15,HadGEM3-GC31-LL,hist-aer,r4i1p1f3,piControl,r1i1p1f1,0.0,43200.0,days since 1850-01-01-00-00-00,standard
16,HadGEM3-GC31-LL,hist-aer,r5i1p1f3,piControl,r1i1p1f1,0.0,64800.0,days since 1850-01-01,standard
17,HadGEM3-GC31-LL,hist-nat,r10i1p1f3,piControl,r1i1p1f1,0.0,154800.0,days since 1850-01-01,standard
18,HadGEM3-GC31-LL,hist-nat,r1i1p1f3,piControl,r1i1p1f1,0.0,0.0,days since 1850-01-01-00-00-00,standard
19,HadGEM3-GC31-LL,hist-nat,r2i1p1f3,piControl,r1i1p1f1,0.0,12600.0,days since 1850-01-01-00-00-00,standard
20,HadGEM3-GC31-LL,hist-nat,r3i1p1f3,piControl,r1i1p1f1,0.0,28800.0,days since 1850-01-01-00-00-00,standard
21,HadGEM3-GC31-LL,hist-nat,r4i1p1f3,piControl,r1i1p1f1,0.0,43200.0,days since 1850-01-01-00-00-00,standard
22,HadGEM3-GC31-LL,hist-nat,r5i1p1f3,piControl,r1i1p1f1,0.0,64800.0,days since 1850-01-01,standard
